extract,score,source,date,product,label,reasoning
Slm telefonu ne amaÃ§lÄ± kullandÄ±ÄÄ±nÄ±z Ã¶nemli. Benim telefonu almamdaki sebep hemen hemen bÃ¼tÃ¼n yapmak istediÄim iÅlemleri karÅÄ±lÄ±yor. BazÄ±larÄ± diyebilir bu marka telefon ilk defa duyuyorum fakat bu marka zaten dÃ¼nya markasÄ± deÄilmi hatta elektronik devi bir firma o yÃ¼zden tereddÃ¼t etmeden aldÄ±m...,6.0,Gittigidiyor,8/30/2010,TOSHIBA TS705 CEP TELEFONU,Fake,"The review expresses positive sentiment about the phone meeting all needs and being from a reputable brand, but the score of 6.0 is neutral/moderate, creating a mismatch. The language is generic and promotional ('electronic devi bir firma' - electronics giant company), lacking specific details about phone features or actual usage experience."
I did not buy this phone here but at Wal-Mart. I do not use the Go-Phone system but used my existing SIM card from my old phone with my AT&T monthly plan. A lot of 1 star reviews complain about the Go-Phone payments plans which I do not utilize.,10.0,Amazon,7/21/2012,Samsung a107 Prepaid GoPhone (AT&T),Fake,"The review has neutral sentiment (explains usage without strong positive/negative evaluation) but gives a perfect 10.0 score, creating a mismatch. It lacks specific details about the phone's performance, focuses on clarifying payment plan issues from other reviews rather than genuine product experience, and appears designed to counter negative reviews rather than provide authentic feedback."
"Es un celular de baja gama, del estilo (y del precio) del Nokia 1100 y del Motorola C200, sin embargo es mucho mÃÂ¡s completo. A diferencia de esos modelos, ÃÂ©ste tiene pantalla color (y no es un dato menor, salvo que esten acostumbrados a TV ByN!).",10.0,Ciao,9/28/2004,Alcatel One Touch 332,Real,"The review expresses positive sentiment by comparing the phone favorably to competitors (Nokia 1100, Motorola C200) and highlighting specific advantages like color screen. The 10.0 score aligns with this positive assessment. The language is natural, includes specific product comparisons and features, and lacks generic promotional language or suspicious patterns."
Great phone. It has all the functionality I need. It works smoothly without any issue so far.,10.0,Amazon,4/12/2016,Samsung GALAXY S7 EDGE G935FD DUAL SIM INTERNATIONAL VERSION NO WARRANTY (GOLD),Fake,"The review expresses positive sentiment matching the 10.0 score, but it uses generic language ('Great phone', 'all the functionality I need') without specific details about features, performance, or usage experience. The overly enthusiastic tone and lack of concrete pros/cons suggest it may be artificially generated to boost ratings rather than provide genuine user feedback."
It's a good phone with Excellent features...,8.0,HTC,31/5/2013,HTC Desire C,Fake,"The review expresses positive sentiment which matches the high score of 8.0, but it uses generic, overly enthusiastic language ('Excellent features') without any specific details about the phone's actual performance, features, or usage experience, which is characteristic of fake reviews."
Habe mich nach ausfÃ¼hrlichen Recherchen und endgÃ¼ltig nach dem Betrachten von diversen Reviews bei Youtube zum Kauf des Nokia 300 in graphite entschlossen. Es sieht sehr edel und gut verarbeitet aus. Den gÃ¼nstigen Preis sieht man ihm nicht an.,10.0,Amazon,7/1/2012,"Microsoft Nokia Asha 300 Handy (6,1 cm (2,4 Zoll) Display, Touchscreen, 5 Megapixel Kamera) Graphite",Real,"The review expresses positive sentiment about appearance and build quality, matching the 10.0 score. It shows natural language with specific details (research process, YouTube reviews, graphite color, premium look despite low price) rather than generic promotional language."
"Bought this for my daughter, and she LOVES it! Came faster than expected, and was a good quality phone. Works very well. Thank you!",10.0,Amazon,1/1/2013,"Apple iPhone 5 A1428 Factory Unlocked Cellphone, 16GB, Black",Real,"The review expresses genuine positive sentiment about the phone's quality and delivery speed, which aligns with the perfect 10.0 score. While somewhat generic, the language feels natural and personal (mentioning daughter), lacking the overly promotional tone or suspicious patterns typical of fake reviews."
"Ottimo prodotto, corrisponde perfettamente alla descrizione, consegna rapidissima.... lo smartphone Ã¨ molto rapido sia su internet con le app, ottimo strumento per mail ecc.. durata batteria circa 1 giorno e mezzo senza mai spegnerlo e con il servizio dati/wi-fi sempre attivo...",10.0,Amazon,1/11/2015,"LG Nexus 5 Smartphone, memoria 16GB, Android 4.4, Nero [Italia]",Real,"The review expresses positive sentiment with specific details about performance, battery life, and delivery speed, which aligns with the 10.0 score. Language appears natural and includes concrete usage examples (internet speed, app performance, 1.5-day battery life with data/wifi always on), lacking generic promotional phrasing."
I'm not great with computers especially setting them up but this one was easy and if you are a computer person you will fly through it. It's light and I can read the screen. I recommend this to everyone. It has everything I need and downloading is fast.,10.0,Samsung,6/26/2016,Samsung Galaxy S6 32GB (Sprint),Fake,"The review expresses positive sentiment matching the 10.0 score, but contains generic language ('I recommend this to everyone'), lacks specific details about the Samsung Galaxy S6 features, and uses overly enthusiastic promotional phrasing without concrete examples of phone performance or usage scenarios."
"???????????? ?????????????? ?? ???????????? ??/??????????, ?? ???????? ???? ???? ???????????????????????? ?????????????????? ?????? ???????????????? ????????? ????????????????, ?? ?????? ???????? ?????? - ?????????? ?????????????? ???????????? ??????????? ???? ??????????. ??????????????? ???????????????????????, ???????????????? ?? ??????????? ????????? ?????????????????, ???????????? ???????? ?????? ???????????????????, ?? ?????? ???? ???????????????? ??????????-???? ??????????? ???????????????????? - ??????????????...",8.0,Irecommend,27/12/2015,Samsung GT-S7562,Fake,"The review text appears to be corrupted or nonsensical (contains question marks and garbled characters), making meaningful sentiment analysis impossible. The score of 8.0 suggests positive sentiment, but the text contains no coherent content to match it. This combination of unreadable text with a numerical score is highly suspicious and characteristic of fake reviews."
"Phone is garbage. Never worked properly, Now it only has a black screen.",2.0,Amazon,5/20/2015,"BLU Win HD Unlocked Cellphone, 8GB, Pink",Real,"The review expresses clear negative sentiment with specific complaints about functionality ('Never worked properly') and a concrete issue ('black screen'), which aligns naturally with the low 2.0 score. The language is direct and personal, lacking generic or promotional phrasing typical of fake reviews."
"Sou MOTOROLA a cinco anos, esta marca sempre espelhou-se no MELHOR. Quando a concorrÃªncia comeÃ§a a pensar a MOTOROLA",10.0,Americanas,11/1/2014,Motorola Smartphone Motorola Novo Moto G Dual Chip XT 1068 Desbloqueado Android 4.4 Tela 5 8GB 3G Wi-Fi CÃ¢mera de 8MP - Preto,Fake,"The review expresses positive sentiment about Motorola as a brand, which aligns with the 10.0 score. However, it lacks specific details about the actual product, uses generic promotional language ('espelhou-se no MELHOR'), and appears incomplete or nonsensical ('Quando a concorrência começa a pensar a MOTOROLA'), suggesting it may be artificially generated or copied."
No head phone was supplied. Cannot increase the volume. It's on silent and not able to increase the ringer tone. Also no operation guide was supplied.,2.0,Amazon,1/13/2017,"OnePlus 3T (Soft Gold, 6GB RAM + 64GB memory)",Real,"The review expresses clear dissatisfaction with missing accessories (headphones, operation guide) and functional issues (volume control problems), which aligns with the low 2.0 score. The language is specific to the product experience, lacks generic/repetitive phrasing, and presents concrete complaints rather than promotional or overly emotional language, making it appear genuine."
"I must say that when I first got the LG Glimmer (a year ago) I was completely infatuated with it. It was the first touch screen phone I had ever had and truly had a great experience with it. But as time went by and the newness wore off, I realized that it wasn't all that it was cracked up to be.",5.0,Phone Arena,1/21/2009,LG Glimmer,Real,"The review expresses initial enthusiasm but ultimately disappointment, indicating negative sentiment. The 5.0 score contradicts this negative sentiment, creating a mismatch. However, the review uses natural language with specific personal experience details (first touch screen phone, year of ownership, newness wearing off), lacks generic promotional language, and shows authentic reflection over time, making it likely real despite the score mismatch."
"lo compre para regalar a un amigo que no tenÃ­a experiencia alguina en el uso de celulares, le resultÃ³ sumamente prÃ¡ctico, sencillo y resistente. Quedo encantado con Ã©l rÃ¡pidamente comprendio su uso",8.0,MercadoLibre Uruguay ,10/6/2008,Motorola C115,Real,"The review expresses positive sentiment about the phone being practical, simple, and durable, which aligns with the 8.0 score. It provides specific context (gift for a friend new to phones) and natural language with minor grammatical errors typical of genuine user reviews, lacking generic or overly promotional phrasing."
Also ich bin mir nicht ganz sicher ob ich nicht ein Montagshandy erwischt habe. Jedenfalls hÃ¤lt der Akku nicht so lange wie angegeben und manchmal verbindet es sich - trotz voller serviceanzeige- nicht.,4.0,Dooyoo,1/13/2000,Motorola Timeport L7089,Real,"The review expresses negative sentiment about battery life and connectivity issues, which contradicts the 4.0 score (sentiment mismatch). However, it uses natural language with specific complaints ('Akku hält nicht so lange wie angegeben', 'verbindet sich nicht trotz voller Serviceanzeige'), includes colloquial German ('Montagshandy'), and lacks generic or promotional language, making it appear authentic despite the score inconsistency."
"This phone hasn't worked right since the day I bought it. After 3 months, it stopped working. I bought insurance, but the insurance company says that I have to go through Samsung, since it's still under manufacturer's warranty.",2.0,Amazon,12/16/2014,Samsung Galaxy Note 4 N910a 32GB Unlocked GSM 4G LTE Smartphone White,Real,"The review expresses clear negative sentiment about product failure and warranty issues, which matches the low 2.0 score. The language is natural and specific (mentions 3-month timeframe, insurance/warranty details), lacks generic phrasing or promotional tone, and describes a realistic consumer experience with technical problems and service frustrations."
"This phone is exactly what I wanted/needed. The screen is easy to read, the keys are large enough for my old fingers, and it even fit into my old phone case! If you are looking for a nice, basic phone at a great price, this is it. JG",10.0,Amazon,8/12/2013,Samsung a157 GoPhone (AT&T),Real,"The review expresses genuine satisfaction with specific details (screen readability, key size for older fingers, compatibility with existing case) and provides helpful advice for potential buyers. The positive sentiment aligns perfectly with the 10.0 score, and the language appears natural rather than promotional or generic."
the phone offers good menu navigation and is very easy to use not confusing when you get on the internet and you dont have to go through tons of apps in the marketplace.,10.0,Amazon,5/30/2013,Samsung Straight Talk Samsung T528G Prepaid Touchscreen Cell Phone,Fake,"The review expresses positive sentiment about menu navigation and internet use, matching the 10.0 score. However, it uses generic, repetitive language ('very easy to use not confusing'), lacks specific details about the phone's features or performance, and has an unnatural sentence structure with missing punctuation, which are common indicators of fake reviews."
"Este fue otro de los muchos mÃÂ³viles de color rosa que he tenido, jejeje, bueno muchos no, pero si unos cuantos, jejeje. Este no me durÃÂ³ mucho, a pesar de ser un Nokia, que por aquel entonces era la marca de referencia en telÃÂ©fonos duraderos y resistentes.",6.0,Ciao,1/20/2015,Nokia 7230,Real,"The review expresses disappointment that the phone didn't last long despite Nokia's reputation for durability, which is negative sentiment. However, the score of 6.0 is neutral/positive, creating a mismatch. Despite this mismatch, the review appears genuine due to natural language with personal anecdotes ('jejeje'), specific historical context about Nokia's reputation, and authentic disappointment rather than generic complaints."
"HTC Desire 326G Dual SIM features: --4.50-inch display, with 480x854 pixels resolution -Android 4.4.2 OS -8-megapixel rear, 2MP front camera -8 GB storage,microSD upto 32 GB -2000mAh battery -1GB RAM -1.2GHz quad-core Spreadtrum SC7731G processor -WiFi,GPS,Bluetooth v4 -twin GSM SIM -3G Proximity...",8.0,Amazon,9/14/2015,HTC Desire 326G (Black Onyx),Fake,"The review contains only technical specifications copied from a product description with no personal experience, usage details, or evaluative language. The neutral sentiment (pure facts) doesn't match the positive score of 8.0, and the generic, repetitive listing of features without natural language or specific pros/cons indicates a fake review."
"Nach einer langen Zeit mit meinem K800i wurde es endlich mal Zeit fÃ¼r ein neues Handy. klein sollte es sein und kein Touchpad haben. Dieses Mobiltelefon sieht super aus, ist wirklich schÃ¶n klein, lÃst sich aber trotzdem sehr gut bedienen.",10.0,Amazon,10/14/2010,"Nokia 6700 slide Handy (UMTS, GPRS, Bluetooth, Kamera mit 5 MP, Musik-Player) red",Real,"The review expresses positive sentiment about the phone's appearance, size, and usability, which aligns with the perfect 10.0 score. The language appears natural with specific details about the user's previous phone (K800i) and preferences (small size, no touchpad), suggesting genuine personal experience rather than generic promotional content."
